slug,bandcamp_url,actual_track_count,status
transparente-intenso-transparente,https://transparenteintenso.bandcamp.com/album/transparente-intenso,17,updated
trompa-de-fal-cia---trompa-de-fal-cia---ep-1,https://trompadefalcia.bandcamp.com/album/trompa-de-fal-cia-ep-1,4,updated
o-no-resquicios-cromaticos-2020,https://onorock.bandcamp.com/album/resqu-cios-crom-ticos,10,updated
twelve-street-twelve-street,https://twelvestreet.bandcamp.com/album/twelve-street,6,updated
ousel-ousel,https://ousel.bandcamp.com/album/ousel,8,updated
v-de-ventura-pelo-olho-magico-2015,https://vdeventura.bandcamp.com/album/pelo-olho-m-gico,4,updated
personas-non-gratas---personas-non-gratas,https://personasnongratas.bandcamp.com/album/personas-non-gratas,7,updated
valsa-binaria-10,https://valsabinaria.bandcamp.com/album/10,10,updated
rafael-gonz----despeda-ado,https://rafaelgonza.bandcamp.com/album/despeda-ado,6,updated
vario-chroma-palimpsesto-2015,https://variochroma.bandcamp.com/album/palimpsesto,3,updated
sombrio-da-silva---xablaus,https://sombriodasilva.bandcamp.com/album/xablaus,7,updated
venore-reconstruir-2015,https://venore.bandcamp.com/album/reconstruir,8,updated
spiral-guru-void,https://spiralguru.bandcamp.com/album/void,9,updated
verjault-brainflesh-2015,https://verjault.bandcamp.com/album/brainflesh,6,updated
suave-brasil-um-sonho-intenso-2020,https://suave.bandcamp.com/album/brasil-um-sonho-intenso,6,updated
vespertinos-vespertinos,https://vespertinos.bandcamp.com/album/vespertinos,4,updated
tara-bipolar---tara-bipolar,https://tarabipolar.bandcamp.com/album/tara-bipolar,10,updated
victim----pertuis,https://victimnoise.bandcamp.com/album/pertuis,2,updated
vruumm-vruumm,https://monotunerecords.bandcamp.com/album/vruumm-lbum-2015,8,updated
wallace-costa-vanished,https://wallacecosta.bandcamp.com/album/vanished,12,updated
western-folks-western-folks-ep-2015,https://westernfolks.bandcamp.com/album/western-folks-ep,7,updated
vivar-not-same-2020,https://vivarband.bandcamp.com/album/not-the-same,9,updated
winteryard-endless-winter,https://monotunerecords.bandcamp.com/album/endless-winter-ep-2015,5,updated
airplanemusic-solara-2019,https://airplanemusic.bandcamp.com/album/solara,9,updated
borduna---borduna,https://borduna.bandcamp.com/album/borduna,4,updated
borealis-omnia-2019,https://borealis1.bandcamp.com/album/omnia,10,updated
zulu-subir-de-nivel-2015,https://zuluimg.bandcamp.com/album/subir-de-nivel,12,updated
born-to-freedom-time-to-change-2019,https://borntofreedom.bandcamp.com/album/time-to-change,10,updated
cambriana-manaus-vidaloka,https://cambrianamusic.bandcamp.com/album/manaus-vidaloka,11,updated
adeus-pai-2014,https://adeus.bandcamp.com/album/pai,5,updated
cavalcantissimos-os-corredores-2019,https://cavalcantissimos.bandcamp.com/album/os-corredores,21,updated
albertinho-dos-reys-justamente-2014,https://albertinhodosreys.bandcamp.com/album/justamente,8,updated
cleiton-rolo---epis-dio-veranil,https://cleitonrolo.bandcamp.com/album/epis-dio-veranil,5,updated
anti-corpos-contra-ataque-2014,https://anti-corpos.bandcamp.com/album/contra-ataque,7,updated
cosmonauta-fantasma---amanh--vai-ser-pior,https://totalcontrole.bandcamp.com/album/amanh-vai-ser-pior-ep-2,5,updated
assopro-assopro-ep-2014,https://assopro.bandcamp.com/album/ep-assopro,7,updated
crasso-sinestesico-cassandra-2019,https://crassosinestsico.bandcamp.com/album/cassandra,6,updated
atire-em-meu-peito-tiempo-lejano-2014,https://atireemmeupeito.bandcamp.com/album/tiempo-lejano,3,updated
d-selvagi---d-selvagi-and-his-onemangang--2019-,https://dselvagi.bandcamp.com/album/d-selvagi-and-his-onemangang-2019,4,updated
barulhista-grushenka-2014,https://barulhista.bandcamp.com/album/grushenka,7,updated
demonia---achei-que-era-homem-mas---s--o-satan-s,https://bandademonia.bandcamp.com/album/achei-que-era-homem-mas-s-o-satan-s,3,updated
desgraca-good-times-2019,https://desgracabanda.bandcamp.com/album/good-times,14,updated
black-manhattan-ep-2014,https://blackmanhattan.bandcamp.com/album/ep,5,updated
diablo-angel-futuro-2019,https://diabloangel.bandcamp.com/album/futuro,12,updated
brinquedo-velho-bom-dia-mundo-2014,https://brinquedovelho.bandcamp.com/album/bom-dia-mundo,11,updated
bruno-real-alternative-guide-ep,https://brunoreal.bandcamp.com/album/an-alternative-guide-ep,4,updated
bufalo-belico-bufalo-belico-ep-2014,https://bufalobelico.bandcamp.com/album/b-falo-b-lico,4,updated
buffalo-trio-buffalo-trio-ep-2014,https://buffalotrio.bandcamp.com/album/buffalo-trio-ep,5,updated
bugio-bugio,https://brava.bandcamp.com/album/bugio,6,updated
eletrocactus-o-mar-acatou-2019,https://eletrocactus.bandcamp.com/album/o-mar-acatou,7,updated
buistra-demo-ensaio-2014,https://buistra.bandcamp.com/album/demo-ensaio-2014,2,updated
ema-stoned-phenomena,https://pwrrecords.bandcamp.com/album/phenomena,6,updated
cadaver-em-transe-lp,https://cadaveremtranse.bandcamp.com/album/lp,11,updated
emerson-faria-centena-2019,https://emersonfaria.bandcamp.com/album/centena-2,8,updated
caffeine-blues---entre-o-c-u-e-o-inferno,https://caffeineblues.bandcamp.com/album/entre-o-ceu-e-o-inferno,5,updated
cais-virado-com-lirio-nos-olhos-2014,https://caisvirado.bandcamp.com/album/com-l-rio-nos-olhos,2,updated
capella-death-is-privilege-2014,https://allepac.bandcamp.com/album/death-is-a-privilege,,failed
carro-de-passeio-es-passo,https://carrodepasseio.bandcamp.com/album/es-passo,5,updated
genius-of-sugarcane---preludes-from-new-times,https://geniusofsugarcane.bandcamp.com/album/preludes-from-new-times,3,updated
catarro-split-with-feed-me-more-2014,https://catarro.bandcamp.com/album/split-with-feed-me-more,7,updated
giallos-missa-do-galo-2019,https://transfusaonoiserecords.bandcamp.com/album/missa-do-galo,11,updated
catavento-lost-youth-against-rush-2014,https://catavento.bandcamp.com/album/lost-youth-against-the-rush,9,updated
gustavo-jobim---works-in-progress--demos-and-experiments,https://gustavojobim.bandcamp.com/album/works-in-progress-demos-and-experiments,20,updated
chademolusco-obasquiat-jam-sessions-2014,https://various18.bandcamp.com/album/split-jam-sessions-chademolusco-obasquiat,6,updated
ich---imbecis-comandam-os-homens---sociedade-hip-crita,https://ich1993.bandcamp.com/album/sociedade-hip-crita,10,updated
ivan-conti-poison-fruit,https://ivanconti.bandcamp.com/album/poison-fruit,16,updated
chewie-when-sea-becomes-sky-2014,https://chewietheband.bandcamp.com/album/when-sea-becomes-sky,4,updated
ivan-timbo-remix-album,https://sepassandorec.bandcamp.com/album/remix-album,10,updated
chinese-cookie-poets-2014,https://chinesecookiepoets.bandcamp.com/album/chinese-cookie-poets-ep,6,updated
ivan-timb----remix-album,https://sepassandorec.bandcamp.com/album/remix-album,10,updated
chute-no-rim-peste-virtual-2014,https://chutenorim.bandcamp.com/album/peste-virtual,8,updated
jorg-coisas-pequenas-2019,https://caeeki.bandcamp.com/album/coisas-pequenas,10,updated
chuva-negra-meio-termo,https://togetherrecords.bandcamp.com/album/meio-termo,15,updated
kinah-hamilton-rest-in-power-2019,https://prprcs.bandcamp.com/album/rest-in-power,13,updated
leo-fazio---sangue-pisado---a-m-sica-do-s-culo-xxi,https://leofazio.bandcamp.com/album/sangue-pisado-a-m-sica-do-s-culo-xxi,12,updated
life-aquatic-neon-cortex-2019,https://lifeaquatic.bandcamp.com/album/neon-cortex,11,updated
cloudwhale---sleeplessummer,https://cloudwhale.bandcamp.com/album/sleeplessummer,13,updated
lord-breu-dende-dub-ep-2019,https://lordbreu.bandcamp.com/album/lord-breu-feat-dend-dub-ep,2,updated
cocaine-cobras---cocaine-cobras-ep-iii,https://thecocainecobras.bandcamp.com/album/cocaine-cobras-ep-iii-2013,3,updated
lupe-de-lupe-duas-valsas-ep-2019,https://lupedelupe.bandcamp.com/album/duas-valsas,2,updated
mad-monkees-guerra-ep-2019,https://madmonkees.bandcamp.com/album/guerra,3,updated
manger-cadavre-antiautoajuda-2019,https://mangercadavre.bandcamp.com/album/antiautoajuda,9,updated
marrakesh-cold-as-kitchen-floor,https://marrakeshband.bandcamp.com/album/cold-as-a-kitchen-floor,12,updated
comando-circulo-avesso---hist-ria-invis-vel,https://meiavida.bandcamp.com/album/hist-ria-invis-vel,6,updated
constrict-demo-2014,https://constrictor2.bandcamp.com/album/demo,5,updated
michel-temer-trio-michel-temer-trio,https://felipezenicola.bandcamp.com/album/michel-temer-trio,9,updated
containers-free-of-me-2014,https://containers1.bandcamp.com/album/free-of-me,10,updated
mononoke-progresso-2019,https://mononokecwb.bandcamp.com/album/progresso,8,updated
nao-nao-eu-pureza-e-perigo-2019,https://naonaoeu.bandcamp.com/album/pureza-e-perigo,7,updated
d-i-g-r-m-demo,https://dddiagrama.bandcamp.com/album/demo-2014,4,updated
naufragio-trocacao-franca-2019,https://naufragionaufragio.bandcamp.com/album/troca-o-franca,10,updated
dark-haze-dark-haze-ep-2014,https://darkhaze.bandcamp.com/album/the-dark-haze-ep,4,updated
nosso-querido-figueiredo-os---os-melhores-anos-das-nossas-vidas,https://nossoquerido.bandcamp.com/album/os-melhores-anos-das-nossas-vidas,9,updated
nubro---somat-rio-dos-caminhos,https://nubro.bandcamp.com/album/somat-rio-dos-caminhos,14,updated
deafkids-upper-hand,https://deafkidspunx.bandcamp.com/album/the-upper-hand,8,updated
o-tetraedro-cachorro-do-mato-2019,https://otetraedro.bandcamp.com/album/cachorro-do-mato-2,5,updated
death-trip-arabian-caravan-2014,https://thedeathtrip.bandcamp.com/album/arabian-caravan,6,updated
obasquiat-drops-2019,https://obasquiatofficial.bandcamp.com/album/drops,12,updated
dedo-rainha-2014,https://dedo.bandcamp.com/album/rainha,14,updated
obasquiat-segundas-feiras-fetidas-2019,https://obasquiatofficial.bandcamp.com/album/segundas-feiras-f-tidas-2,11,updated
defuntos-putridos---o-cad-ver-est--vivo-,https://putrefarecords.bandcamp.com/album/o-cad-ver-est-vivo-3,9,updated
pablo-meijueiro-mae-de-tudo-voly-2019,https://pablomeijueiro.bandcamp.com/album/m-e-de-tudo-vol-y,8,updated
paqueta-tropical-noir-2019,https://paqueta.bandcamp.com/album/tropical-noir,4,updated
desalmado-estado-escravo,https://desalmado.bandcamp.com/album/estado-escravo-2,7,updated
devir-sem-encaixe-2014,https://devir-scs.bandcamp.com/album/sem-encaixe,7,updated
dismembra-excerto-i-2014,https://meiavida.bandcamp.com/album/excerto-i,2,updated
the-fray-purge-ep-2019,https://the-f-ray.bandcamp.com/album/purge,5,updated
dupladinamica1-sei-la-2014,https://bichanorecords.bandcamp.com/album/sei-l,9,updated
thesaddestdude---we-are-wanderers-still,https://thesaddestdude.bandcamp.com/album/we-are-wanderers-still,12,updated
elma---james-bronson-flores--2014-,https://elma.bandcamp.com/album/james-bronson-flores-2014,2,updated
todo-meu-odio-odiomocracia-2019,https://trincadeselos.bandcamp.com/album/diomocracia,10,updated
ema-stoned-gema,https://jezzicah.bandcamp.com/album/gema,8,updated
tu-ra---calma-e-for-a,https://tuira.bandcamp.com/album/calma-e-for-a,5,updated
esmectatons-farting-2014,https://ultragashrecords.bandcamp.com/album/the-farting-complete-sessions,6,updated
venus-in-fuzz-live-in-kaos-2019,https://venusinfuzz.bandcamp.com/album/live-in-kaos,6,updated
estteio-estteio-2014,https://estteio.bandcamp.com/album/estteio,6,updated
everyone-goes-to-space-demo-2014,https://umbadubarecords.bandcamp.com/album/demo,4,updated
vinau-correnteza-2019,https://pirasema.bandcamp.com/album/correnteza,2,updated
wagner-almeida-domingos-noite,https://wagneralmeida.bandcamp.com/album/domingos-noite,8,updated
febre-do-rato---demo,https://febredorato.bandcamp.com/album/demo,3,updated
xavosa-luta-sf-2019,https://xavosa.bandcamp.com/album/luta-s-f,5,updated
ferroni---oscila--es,https://ferroni.bandcamp.com/album/oscila-es,5,updated
abdala-pacheco-selva-de-pedra-2018,https://prprcs.bandcamp.com/album/selva-de-pedra,8,updated
formafluida-multitude-ep-2014,https://fluxxx.bandcamp.com/album/f-1-formafluida-multitude-ep,5,updated
abril-belga---99,https://abrilbelga.bandcamp.com/album/99-2,11,updated
formol---formol---discurso-e-resili-ncia,https://microndas.bandcamp.com/album/formol-discurso-e-resili-ncia,10,updated
frabin-selfish,https://midsummermadness.bandcamp.com/album/selfish,5,updated
acaua-canoeiro-2018,https://acauarap.bandcamp.com/album/canoeiro,14,updated
amaro-freitas-rasif,https://amarofreitas.bandcamp.com/album/rasif,9,updated
apneia-sonhos-pra-ninguem-saber-2018,https://apneia.bandcamp.com/album/sonhos-pra-ningu-m-saber,5,updated
gattopardo---gattopardo-lp,https://gattopardo.bandcamp.com/album/gattopardo-lp,12,updated
arados---ao-vivo-no-92-graus,https://arados.bandcamp.com/album/ao-vivo-no-92-graus,6,updated
giallos-giallos-at-pompeii,https://giallos.bandcamp.com/album/giallos-at-pompeii,10,updated
arados-arados-ii-2018,https://arados.bandcamp.com/album/arados-ii,4,updated
god-pussy---essa-porra-pr--dercy,https://godpussy.bandcamp.com/album/essa-porra-pr-dercy,2,updated
aresia-aresia-ao-vivasso-2018,https://aresia.bandcamp.com/album/aresia-ao-viva-o,5,updated
h-variatio-2014,https://christopherhmjacques.bandcamp.com/album/the-sycamore-variations,10,updated
heitor-dantas-absoleto,https://heitordantas.bandcamp.com/album/absoleto,9,updated
arthur-jose---reverb-ro---sobre---breve---viver,https://artmiuda.bandcamp.com/album/reverb-ro-sobre-breve-viver,6,updated
helga-helga-2014,https://helgaoficial.bandcamp.com/album/helga,6,updated
horace-green-madeira-2014,https://horacegreen.bandcamp.com/album/madeira,6,updated
berin-o-rei-da-intencao-2018,https://berin.bandcamp.com/album/o-rei-da-inten-o,7,updated
i-am-nihil---b-sides,https://iamnihil.bandcamp.com/album/b-sides-2,5,updated
i-saw-devil-demo,https://istd.bandcamp.com/album/demo-2014,6,updated
i-am-nihil-iii-rest-2014,https://iamnihil.bandcamp.com/album/iii-rest,4,updated
black-tears-of-fallen---written-on-my-gravestone,https://blacktearsofthefallen.bandcamp.com/album/written-on-my-gravestone,8,updated
ideia-de-antes-ideia-de-antes-2014,https://ideiadeantes.bandcamp.com/album/ideia-de-antes,9,updated
bolhazul-florescer,https://bolhazul.bandcamp.com/album/florescer,10,updated
igapo-de-almas-2014,https://napontadaagulha.bandcamp.com/album/na-ponta-da-agulha-131-mar-de-paradoxos-igap-de-almas,4,updated
borealis-swoon-ep-2018,https://borealis1.bandcamp.com/album/swoon-ep,3,updated
bramir-cidade-estilhaco-2018,https://prprcs.bandcamp.com/album/cidade-estilha-o,3,updated
imperio-de-la-saudades-de-beber-2014,https://imperiodala.bandcamp.com/album/saudades-de-beber,4,updated
impuro-saint-seya-2014,https://impuro.bandcamp.com/album/orgia,0,failed
casa-amarela-outravida-2018,https://cpdmgang.bandcamp.com/album/outravida,9,updated
ironias-ironias-ep-2014,https://ironias.bandcamp.com/album/ironias-ep,6,updated
chcl-crise-ep-2018,https://chclpunk.bandcamp.com/album/crise,2,updated
jan-felipe-dias-antes-do-esperado,https://janfelipe.bandcamp.com/album/dias-antes-do-esperado,5,updated
colera-acorde-acorde-acorde-2018,https://c-o-l-e-r-a.bandcamp.com/album/acorde-acorde-acorde,16,updated
jj-the-wave---navegar-de-novo,https://jjthewave.bandcamp.com/album/navegar-de-novo,4,updated
coxido-i-hate-flowers-2018,https://coxido.bandcamp.com/album/i-hate-flowers,10,updated
jovem-werther-ep-2014,https://blackseagullrecords.bandcamp.com/album/jovem-werther,5,updated
crasso-sinestesico-rorschach-2018,https://crassosinestsico.bandcamp.com/album/rorschach,5,updated
c-os---incapacidade-civilizat-ria,https://ca-os.bandcamp.com/album/incapacidade-civilizat-ria,9,updated
daniel-dante-garbage-noise-fuck,https://danieldante.bandcamp.com/album/garbage-noise-fuck,7,updated
kowala-e-resposta-inflamatoria-do,https://kowarecords.bandcamp.com/album/kowala-e-a-resposta-inflamat-ria-do-organismo,7,updated
de-soslaio-rapinagem-2018,https://desoslaio.bandcamp.com/album/rapinagem,12,updated
lingering-last-drops-north-2014,https://lingeringlastdrops.bandcamp.com/album/north,3,updated
dentaduro-loplop-2018,https://prprcs.bandcamp.com/album/loplop,8,updated
lisabi-of-violence-2014,https://lisabi.bandcamp.com/album/of-violence,4,updated
diokane---this-is-hell-we-shall-believe,https://diokane.bandcamp.com/album/this-is-hell-we-shall-believe,6,updated
lord-emon-respira-2014,https://lordemon.bandcamp.com/album/respira,,failed
dramon-ansiedade-morte-2018,https://dramon.bandcamp.com/album/ansiedade-morte,6,updated
low-dream-between-my-dreams-and-real,https://midsummermadness.bandcamp.com/album/between-my-dreams-and-the-real-things,10,updated
dream-avenue-our-shared-universes-2018,https://dreamavenuemusic.bandcamp.com/album/our-shared-universes,5,updated
lupe-de-lupe-quarup-2014,https://lupedelupe.bandcamp.com/album/quarup,21,updated
makachord-makachord-2014,https://makachord.bandcamp.com/album/makachord,11,updated
elephante-karma-blues----mais-um-dia-perdido-,https://elephantekarmablues.bandcamp.com/album/mais-um-dia-perdido,8,updated
maquinas-maquinas-ep-2014,https://maquinas.bandcamp.com/album/maquinas,3,updated
emerald-hill---para-sempre-conectados--mas-eternamente-distantes,https://emeraldhillmusic.bandcamp.com/album/para-sempre-conectados-mas-eternamente-distantes,11,updated
menores-atos-animalia-2014,https://menoresatosrock.bandcamp.com/album/animalia,10,updated
empire-negative-pun-2018,https://nacaraecoragem.bandcamp.com/album/p-un,,failed
missiles-at-wedding-iridescent-rove-and,https://stepinrecordings.bandcamp.com/album/rove-and-clear-ep,4,updated
espinoza---antes-da-f-sica-vem-o-poltergeist,https://espinoza-musica.bandcamp.com/album/antes-da-f-sica-vem-o-poltergeist,5,updated
expedidor-solo,https://expedidor.bandcamp.com/album/solo-ep,3,updated
mujique-trip---chamoladr-o-ep,https://galopediscos.bandcamp.com/album/chamoladr-o-ep,5,updated
fabio-emece-preto-velho,https://fabioemece.bandcamp.com/album/preto-velho,4,updated
nervo-hardcore-nossa-hora-2014,https://nervohardcore.bandcamp.com/album/nossa-hora,5,updated
nosso-querido-figueiredo---a-banda-solit-ria-do-inspetor-figueiredo,https://nossoquerido.bandcamp.com/album/a-banda-solit-ria-do-inspetor-figueiredo,16,updated
nosso-querido-figueiredo---kill-the-hipster-kid,https://nossoquerido.bandcamp.com/album/kill-the-hipster-kid,7,updated
o-padre-dos-baloes-ep-ii-2014,https://opadredosbaloes.bandcamp.com/album/ep-ii-2,4,updated
garfo---dos-sonhos-que-tive-no--ltimo-ano,https://garfo.bandcamp.com/album/dos-sonhos-que-tive-no-ltimo-ano,7,updated
objeto-amarelo-trapezio,https://objetoamarelo1.bandcamp.com/album/objeto-amarelo-trap-zio-cd-poap-2009?action=download,7,updated
george-christian---come-o-para-um-novo-fim,https://georgechristian.bandcamp.com/album/come-o-para-um-novo-fim-ep-gcsa-18,4,updated
objeto-amarelo-ao-vivo-em-nova-york-2014,https://objetoamarelo1.bandcamp.com/album/ao-vivo-em-nova-york,2,updated
odradek-homunculo-vol-1-2014,https://odradekbr.bandcamp.com/album/hom-nculo-vol-1,4,updated
greedy-apple---everlasting-illusion,https://greedyapple.bandcamp.com/album/everlasting-illusion,9,updated
grupo-porto-enza-ep-2018,https://grupoporco.bandcamp.com/album/enza-ep,3,updated
onagra-claudique-lira-auriverde,https://onagra.bandcamp.com/album/lira-auriverde,10,updated
opera-novel---opera-novel,https://operanovel.bandcamp.com/album/opera-novel,4,updated
gumes-bb-2018,https://gumes.bandcamp.com/album/bb,6,updated
operaloki-infancya-sonhos-e-amores-2014,https://operaloki.bandcamp.com/album/infancya-sonhos-e-amores,9,updated
hektor-ondulacoes-no-lago-do-vacuo-2018,https://hektoor.bandcamp.com/album/ondula-es-no-lago-do-v-cuo,8,updated
os-torto---pereio,https://ostorto.bandcamp.com/album/pereio,15,updated
ho-o---ho-o-,https://bandahoco.bandcamp.com/album/ho-o,5,updated
os-coadjuvantes-os-coadjuvantes-2014,https://oscoadjuvantes.bandcamp.com/album/coadjuvantes-2014,3,updated
humbra-14-para-as-horas-2018,https://bandahumbra.bandcamp.com/album/1-4-para-as-horas,4,updated
os-jararacas-ep-2014,https://osjararacas.bandcamp.com/album/ep,7,updated
os-torto-pereio-2014,https://ostorto.bandcamp.com/album/pereio,15,updated
insurgentes-insurgentes-x-2018,https://insurgentes.bandcamp.com/album/insurgentes-x,6,updated
paola-rodrigues-perdida-2014,https://paolarodrigues.bandcamp.com/album/perdida,11,updated
isaac-magalhaes-minimal-songs-2018,https://isaacmagalhaes.bandcamp.com/album/minimal-songs-demo,9,updated
pazsado-obvoom-mixtape-2014,https://pazsado.bandcamp.com/album/o-b-v-o-o-m-mixtape,,failed
isso-atalaia-2018,https://issorock.bandcamp.com/album/atalaia,6,updated
pelvs-peter-greenaways-surf,https://midsummermadness.bandcamp.com/album/peter-greenaways-surf,21,updated
joe-silhueta-trilhas-do-sol-2018,https://joesilhueta.bandcamp.com/album/trilhas-do-sol,9,updated
persiano-persiano-2014,https://persiano.bandcamp.com/album/persiano-para-beb-s,10,updated
jonatas-onofre-caapora-2018,https://jonatasonofre.bandcamp.com/album/caapor,11,updated
jonathan-gall---crunch--soar--rinse--repeat,https://prprcs.bandcamp.com/album/crunch-soar-rinse-repeat,1,updated
jonathan-tadeu-sapucai-2018,https://jonathantadeu.bandcamp.com/album/sapuca,10,updated
porraloka-sem-titulo-ep-2014,https://porraloka.bandcamp.com/album/sem-t-tulo-ep,15,updated
jovelli-moon,https://jovelli.bandcamp.com/album/moon,8,updated
postal-2014,https://postal1.bandcamp.com/album/-,3,updated
julgamento-boa-noite-2018,https://julgamentoh2.bandcamp.com/album/boa-noite,13,updated
pousatigres---mais-um-peda-o-meu,https://pousatigres.bandcamp.com/album/mais-um-peda-o-meu,6,updated
juliano-gauche-afastamento-2018,https://julianogauche.bandcamp.com/album/afastamento,8,updated
jviktor-psalm-420-2018,https://jviktor.bandcamp.com/album/420,6,updated
kandover-o-povo-2018,https://kandover.bandcamp.com/album/o-povo,6,updated
kinah-hamilton-true-believers-mtag-2018,https://propositorecs.bandcamp.com/album/m-t-a-g,,failed
qnadez--2014----mudo,https://qnadez.bandcamp.com/album/mudo,13,updated
knifepuncher-from-capital-wasteland-2018,https://knifepuncher.bandcamp.com/album/from-the-capital-wasteland,3,updated
quase-coadjuvante-vermelho-2014,https://quasecoadjuvante.bandcamp.com/album/vermelho,4,updated
labirintite-labirintite-ep-2018,https://labirintite.bandcamp.com/album/labirintite,4,updated
rafael-miranda-sonhos-prometidos-2014,https://galopediscos.bandcamp.com/album/sonhos-prometidos,5,updated
lambs-immolation-2018,https://wearelambs.bandcamp.com/album/immolation,,failed
rakta---7,https://rakta.bandcamp.com/album/serpente-7,2,updated
latexxx-latexxx-2018,https://latexcom3xis.bandcamp.com/album/latexxx,8,updated
lestics-breu-2018,https://lestics.bandcamp.com/album/breu,7,updated
lindberg-hotel-bedroom-tripping-2018,https://lindberghotel.bandcamp.com/album/bedroom-tripping,10,updated
rugas-do-mar-danse-serpentine-2014,https://rugasdomar.bandcamp.com/album/danse-serpentine,6,updated
luan-bates-morning-sun-2018,https://luanbates.bandcamp.com/album/the-morning-sun,11,updated
sanitario-sexy-metafora-2014,https://sanitariosexy.bandcamp.com/album/met-fora,10,updated
satvrnsatvrn-satvrnsatvrn-2014,https://midia84.bandcamp.com/album/satvrnsatvrn,8,updated
mad-grinder-boris-2018,https://madgrinder.bandcamp.com/album/boris,11,updated
skrotes-ep-deboche-n-e-crime,https://skrotes.bandcamp.com/album/ep-deboche-crime,4,updated
sonora-scotch-capivara-2014,https://sonora-scotch.bandcamp.com/album/capivara,8,updated
stela-campos-monday-morning-ep-2014,https://stelacampos.bandcamp.com/album/monday-morning-ep-2,6,updated
maria-beraldo-cavala,https://mariaberaldo.bandcamp.com/album/cavala,10,updated
talassa---talassa,https://talassa.bandcamp.com/album/talassa,8,updated
mariposa-experimental-metamorphosyz-2018,https://mariposaexperimental.bandcamp.com/album/metamorphosyz,3,updated
tartaruga-cubica-momori-2014,https://tartaruga.bandcamp.com/album/momori,6,updated
matheus-torreao-disco-de-estreia-2018,https://torreaomatheus.bandcamp.com/album/disco-de-estreia-de-um-jovem-recifense-que-venceu-um-reality-show-mudou-se-para-a-rep-blica-independente-da-bossa-nova-fez-um-mestrado-acad-mico-decididamente-irrelevante-teve-seu-inst-vel-talent,9,updated
terno-rei-vigilia-2014,https://balaclavarecords.bandcamp.com/album/vigilia,10,updated
melvin-os-inoxidaveis-melvin-os,https://melvineosinoxidaveis.bandcamp.com/album/melvin-os-inoxid-veis,5,updated
thais-rosa---jerona-ruyce---berimbau-e-latan-goni,https://kasaruyce.bandcamp.com/album/berimbau-e-latangoni,3,updated
miazzo-evil-noise-2-2018,https://miazzo.bandcamp.com/album/evil-noise-2,4,updated
miazzo-evil-noise-2018,https://miazzo.bandcamp.com/album/evil-noise,6,updated
thiago-david-realidade-difusa-do,https://thiagodavid.bandcamp.com/album/a-realidade-difusa-do-cotidiano,4,updated
monte-resina-aluado-bulimor-2018,https://monteresina.bandcamp.com/album/aluado-bulimor,9,updated
moon-pics-motion-2018,https://loslowrecords.bandcamp.com/album/motion,5,updated
tifu-rima-nunca-para-minha-versao-da,https://coletivomarte.bandcamp.com/album/a-rima-nunca-para-minha-vers-o-da-hist-ria,13,updated
tomas-lacerda-pra-entrar-na-roda-ep-2014,https://tomaslacerda.bandcamp.com/album/pra-entrar-na-roda-ep,7,updated
topsyturvy---noises-parte-2,https://topsyturvy.bandcamp.com/album/noises-parte-2,5,updated
traditional-disorder---institution-of-traditional-disorder,https://traditionaldisorder.bandcamp.com/album/institution-of-traditional-disorder,7,updated
transparente-intenso-mar-2014,https://transparenteintenso.bandcamp.com/album/mar,17,updated
transporte-passivo-transporte-passivo,https://transportepassivo.bandcamp.com/album/transporte-passivo,4,updated
naufragio-itinerario-cento-e-pouco-2018,https://naufragionaufragio.bandcamp.com/album/itiner-rio-cento-e-pouco,11,updated
treli-feli-repi---mau-comportamento-ep,https://trelifelirepi.bandcamp.com/album/mau-comportamento-ep,9,updated
ndeli-seis-ep-2018,https://ndeli.bandcamp.com/album/seis-ep,,failed
neon-pigs-neon-pigs-ep-2018,https://neonpigs.bandcamp.com/album/neon-pigs-ep,4,updated
v-cidade-2014,https://vponto.bandcamp.com/album/cidade,11,updated
nnay-tema-do-tempo-2018,https://nnaybeats.bandcamp.com/album/tema-do-tempo-ep,3,updated
o-homem-que-virou-suco-ep-2018,https://finishominis-sludge.bandcamp.com/track/o-homem-que-virou-suco,1,updated
vegga---oceano,https://sharethisbreath.bandcamp.com/album/oceano,6,updated
verjault-inner-void-violence,https://verjault.bandcamp.com/album/inner-void-violence,5,updated
obasquiat-strugatsky,https://obasquiatofficial.bandcamp.com/album/strugatsky,10,updated
verjault-killerself,https://verjault.bandcamp.com/album/killerself,2,updated
objeto-amarelo-lugar-perto-em-volta-2018,https://objetoamarelo1.bandcamp.com/track/lugar-perto-em-volta,1,updated
vermes-do-limbo---vermes-do-limbo-k7,https://vermesdolimbo.bandcamp.com/album/vermes-do-limbo-k7,13,updated
oral-oral-ep-2018,https://oraloral.bandcamp.com/album/oral,4,updated
victim-pupila,https://cadutenorio.bandcamp.com/album/pupila,6,updated
oruara-ascendente-2018,https://oruara.bandcamp.com/album/ascendente,6,updated
victim----reality-cut,https://cadutenorio.bandcamp.com/album/reality-cut,6,updated
paqueta-badtrip-for-democracy-2018,https://paqueta.bandcamp.com/album/badtrip-for-democracy,6,updated
vinolimbo---i-never-stepped-on-the-cracks--cause-i-thought-i-d-hurt-my-mother--n,https://somosnas.bandcamp.com/album/i-never-stepped-on-the-cracks-cause-i-thought-id-hurt-my-mother-nas012,7,updated
